instance,prep,geo-feature,placename,sum,or,'label exp1','label exp 2','label exp 3','label exp 4'
' thread wear littl thin place',in,1,1,2,1,0,0,0,0
' jackson lilli willsher christma',at,0,1,1,1,0,0,0,0
' jacqui occup n improv  was',t,0,0,0,0,1,1,0,1
' n the sort girl immedi revolution',of,0,0,0,0,1,1,0,1
' just spread belong widest possibl area',over,0,0,0,0,1,1,0,1
' jame adoni  work progress',In,0,2,2,1,0,0,0,0
' jame adoni work progress',in,0,2,2,1,0,0,0,0
' jame halden hasten bagnigg well road',towards,1,0,1,1,2,1,1,0
' he heard cri man fallen',that,1,0,1,1,2,1,1,0
' a man fallen furnac smith',in,1,0,1,1,2,1,1,0
' fallen the furnac smith',at,1,0,1,1,2,1,1,0
' jame i the princ wale frequent nottingham',of,3,2,5,1,2,1,1,0
' princ wale frequent nottingham make thurland hall pelham',in,3,2,5,1,2,1,1,0
' jame i the princ wale frequent nottingham',of,3,2,5,1,2,1,1,0
' jame i the princ wale frequent nottingham',of,3,2,5,1,2,1,1,0
' jame i the princ wale frequent nottingham',of,3,2,5,1,2,1,1,0
' jame nelson william born waimat mission station inland',at,4,2,6,1,2,1,1,0
' waimat mission station inland bay island new',from,4,2,6,1,2,1,1,0
' station inland the bay island new zealand probabl',of,4,2,6,1,2,1,1,0
' island new zealand probabl  august  third',on,4,2,6,1,2,1,1,0
' station inland the bay island new zealand probabl',of,4,2,6,1,2,1,1,0
' station inland the bay island new zealand probabl',of,4,2,6,1,2,1,1,0
' jame van pelt just recess glenn lewi gillett downstream',Before,1,6,7,1,0,0,0,0
' recess glenn lewi gillett downstream divorc david tallerman the desert',From,1,6,7,1,0,0,0,0
' a telephon convers classic flash reader an interview eric',For,1,6,7,1,0,0,0,0
' flash for reader an interview eric garcia',with,1,6,7,1,0,0,0,0
' high school colleg english western colorado',in,2,1,3,1,2,1,1,0
' capsul sprinkl content palm his hand',into,0,0,0,0,1,1,0,1
' content the palm hand',of,0,0,0,0,1,1,0,1
' fiona snif glanc camera crew',at,0,0,0,0,1,1,0,1
' jenk argu  that',in,0,1,1,1,0,0,0,0
' argu the  these latter polici becam less',that,0,1,1,1,0,0,0,0
' becam less relev set need promot',against,0,1,1,1,0,0,0,0
' promot systemat develop intern law the conclus',of,0,1,1,1,0,0,0,0
' systemat develop intern law conclus multipartit law',through,0,1,1,1,0,0,0,0
' promot systemat develop intern law the conclus',of,0,1,1,1,0,0,0,0
' heard own name said much accus all',with,0,1,1,1,0,0,0,0
' nod head word stick throat the blast',in,0,1,1,1,0,0,0,0
' word stick her throat blast displeasur',at,0,1,1,1,0,0,0,0
' throat the blast displeasur the dark voic',of,0,1,1,1,0,0,0,0
' nod head word stick throat the blast',in,0,1,1,1,0,0,0,0
' jenni went provoc rude matthew',on,0,1,1,1,0,0,0,0
' jess felt faint indign remark',at,0,0,0,0,0,0,0,0
' jessami pile bag boot julius',into,0,0,0,0,1,1,0,1
' bag the boot julius car slid',of,0,0,0,0,1,1,0,1
' jessami pile bag boot julius',into,0,0,0,0,1,1,0,1
' bag the boot julius car slid',of,0,0,0,0,1,1,0,1
' bear have pack journalist pri everi corner',of,0,0,0,0,0,0,0,0
' pack journalist pri everi corner her life',into,0,0,0,0,0,0,0,0
' bear have pack journalist pri everi corner',of,0,0,0,0,0,0,0,0
' jessica alba china week dian',in,0,5,5,1,2,1,1,0
' in china week dian von furstenberg high',for,0,5,5,1,2,1,1,0
' jessica alba china week dian',in,0,5,5,1,2,1,1,0
' jessica glanc face',into,0,1,1,1,0,0,0,0
' parti line his critic polit religi leader',of,0,0,0,0,0,0,0,0
' parti line his critic polit religi leader',of,0,0,0,0,0,0,0,0
' day led his crucifixion roman gibbet',on,0,0,0,0,0,0,0,0
' jesus trail hike trail nazareth capernaum cover ',from,2,3,5,1,2,1,1,0
' connect major christian site galile',in,2,3,5,1,2,1,1,0
' jilt griffin face three year jail',up,2,1,3,1,2,1,1,0
' face to three year jail arrest track',in,2,1,3,1,2,1,1,0
' year jail arrest track lynn oddo a',after,2,1,3,1,2,1,1,0
' face to three year jail arrest track',in,2,1,3,1,2,1,1,0
' jim pope malaga ex malpa walk',from,0,1,1,1,2,1,1,0
' pimpl mani good friday mid forti fifti',in,0,1,1,1,2,1,1,0
' jimmi carter involv camp david',in,1,0,1,1,2,1,1,0
' jimmi grave set beauti flower bed',into,2,0,2,1,1,1,0,1
' a beauti flower bed garden',in,2,0,2,1,1,1,0,1
' play his slight worri was at ',about,0,0,0,0,0,0,0,0
' slight worri at  it might prove',that,0,0,0,0,0,0,0,0
' worri that  it might prove expens',at,0,0,0,0,0,0,0,0
'  might prove expens unemploy',for,0,0,0,0,0,0,0,0
' cotton tree howev harbour littl root a good',except,2,0,2,1,0,0,0,0
' harbour littl except root good stori much',of,2,0,2,1,0,0,0,0
' good stori much same hous',as,2,0,2,1,0,0,0,0
' joan gaze with disgust then',at,0,0,0,0,0,0,0,0
' joan gaze him disgust then began',with,0,0,0,0,0,0,0,0
' import desir mani who grown',of,0,1,1,1,0,0,0,0
' who grown a societi lay',in,0,1,1,1,0,0,0,0
' societi lay emphasi youth sex',on,0,1,1,1,0,0,0,0
' job sa auto industri',in,0,1,1,1,0,0,0,0
' sa auto industri remain threat next year of',under,0,1,1,1,0,0,0,0
' industri remain threat year of forecast',next,0,1,1,1,0,0,0,0
' remain threat next year a forecast declin',because,0,1,1,1,0,0,0,0
' threat next year a forecast declin domest',of,0,1,1,1,0,0,0,0
' job sa auto industri',in,0,1,1,1,0,0,0,0
' threat next year a forecast declin domest',of,0,1,1,1,0,0,0,0
' joe took walk walworth road go',along,1,1,2,1,2,1,1,0
' along walworth road go brisk his stiff knee',as,1,1,2,1,2,1,1,0
' joel madden vodafon launch sydney',at,1,2,3,1,2,1,1,0
' joel madden vodafon launch sydney',at,1,2,3,1,2,1,1,0
' john & mari climb boulder next littl',onto,1,1,2,1,2,1,1,0
' john i sucker statist like keep track',for,4,0,4,1,0,0,0,0
' statist like keep track place ve visit',of,4,0,4,1,0,0,0,0
' john me u bar trail',on,1,0,1,1,2,1,1,0
' john bow immedi bought  quit bargain',for,0,2,2,1,2,1,1,0
'  quit bargain was sale',as,0,2,2,1,2,1,1,0
' bargain it sale  ',on,0,2,2,1,2,1,1,0
' john bow immedi bought  quit bargain',for,0,2,2,1,2,1,1,0
' sale   pari exhibit',at,0,2,2,1,2,1,1,0
' franc squander great part properti return',of,1,2,3,1,2,1,1,0
' child georg gordon born holi street london',in,1,2,3,1,2,1,1,0
' john denver adept metal work could earn',at,0,1,1,1,0,0,0,0
' earn   make powder can',for,0,1,1,1,0,0,0,0
' john evelyn denison speaker hous common ',of,0,2,2,1,2,1,1,0
' john evelyn denison speaker hous common ',of,0,2,2,1,2,1,1,0
' common   born ossington',at,0,2,2,1,2,1,1,0
' john gunn parallel line histori',Along,1,1,2,1,2,1,1,0
' along parallel line histori railway new south',of,1,1,2,1,2,1,1,0
' along parallel line histori railway new south',of,1,1,2,1,2,1,1,0
' head a threaten mutini tori right sink',by,1,1,2,1,0,0,0,0
' popplewel first sheep market held borough th septemb',in,2,0,2,1,2,1,1,0
' five mile distant this well other place',as,1,0,1,1,2,1,1,0
' well other place interest the neighbourhood',of,1,0,1,1,2,1,1,0
' other place interest neighbourhood within visit',in,1,0,1,1,2,1,1,0
' interest the neighbourhood visit rang the car',within,1,0,1,1,2,1,1,0
' neighbourhood within visit rang car though long',by,1,0,1,1,2,1,1,0
' visit rang the car long distanc not',though,1,0,1,1,2,1,1,0
' long distanc not attempt equin speci',with,1,0,1,1,2,1,1,0
' pendleburi  view the minoan alway tend',that,0,0,0,0,0,0,0,0
' tend combin goddess singl deiti',into,0,0,0,0,0,0,0,0
' john shrug resign disgust',in,0,0,0,0,0,0,0,0
' john smith peer vat red lipstick',into,0,0,0,0,1,1,0,1
' smith peer the vat red lipstick chortl',of,0,0,0,0,1,1,0,1
' red lipstick chortl name',at,0,0,0,0,1,1,0,1
' john strickland georg lord berkeley',by,0,0,0,0,0,0,0,0
' john scotter line',of,0,1,1,1,0,0,0,0
' kelley shuffl backward doorway and were gone',through,0,0,0,0,1,1,0,1
' move far end the room she could',of,0,0,0,0,1,1,0,1
' but could guess express his face',at,0,0,0,0,1,1,0,1
' could guess the express face',on,0,0,0,0,1,1,0,1
' join strip plain seam fold',with,1,0,1,1,1,1,0,1
' plain seam fold half lengthway right side',in,1,0,1,1,1,1,0,1
' join strip plain seam fold',with,1,0,1,1,1,1,0,1
' gate nottingham visit place first time wit',for,0,2,2,1,2,1,1,0
' time wit funer ladi byron mother the',of,0,2,2,1,2,1,1,0
' time wit funer ladi byron mother the',of,0,2,2,1,2,1,1,0
' spot drop tear tribut unfeign respect',as,0,2,2,1,2,1,1,0
' time wit funer ladi byron mother the',of,0,2,2,1,2,1,1,0
' time wit funer ladi byron mother the',of,0,2,2,1,2,1,1,0
' end the main larissa station athen   mile',in,1,2,3,1,2,1,1,0
' main larissa station athen   mile london',over,1,2,3,1,2,1,1,0
' athen   mile london st pancra',from,1,2,3,1,2,1,1,0
' jovic resign posit march  respons',on,0,0,0,0,0,0,0,0
' posit march  respons a refus',in,0,0,0,0,0,0,0,0
' respons a refus presid sanction serbian',by,0,0,0,0,0,0,0,0
' presid sanction serbian demand introduct unspecifi emerg',for,0,0,0,0,0,0,0,0
' serbian demand the introduct unspecifi emerg measur the',of,0,0,0,0,0,0,0,0
' respons a refus presid sanction serbian',by,0,0,0,0,0,0,0,0
' jo wilfri tsonga franc front hit return',of,0,4,4,1,2,1,1,0
' jo wilfri tsonga franc front hit return',of,0,4,4,1,2,1,1,0
' lleyton hewitt australia men singl tenni match',during,0,4,4,1,2,1,1,0
' men singl tenni match wimbledon tenni championship',at,0,4,4,1,2,1,1,0
' the wimbledon tenni championship london',in,0,4,4,1,2,1,1,0
' petri said took account wilson admiss polic',of,0,0,0,0,0,0,0,0
' altern imprison especi of charg involv',since,0,0,0,0,0,0,0,0
' petri said took account wilson admiss polic',of,0,0,0,0,0,0,0,0
' judg verney grandson great central mr verney',of,0,2,2,1,2,1,1,0
' central mr verney fame travel train made',on,0,2,2,1,2,1,1,0
' train made speech aylesburi prior cut',at,0,2,2,1,2,1,1,0
' train made speech aylesburi prior cut',at,0,2,2,1,2,1,1,0
' jule pace and said noth',beside,0,1,1,1,1,1,0,1
' besid and said noth imagin doubt',at,0,1,1,1,1,1,0,1
' all imagin doubt was poor littl',that,0,1,1,1,1,1,0,1
' fade jean hid face scurri heathrow',as,0,2,2,1,2,1,1,0
' face she scurri heathrow',through,0,2,2,1,2,1,1,0
' julia smile gratitud',with,0,1,1,1,0,0,0,0
' juliet half listen gaze room',around,0,0,0,0,1,1,0,1
' juliet averi adjust belt slim waist',around,0,0,0,0,1,1,0,1
' juli   more the unit state and eleph',ON,1,2,3,1,0,0,0,0
' jun even social media ban',with,1,1,2,1,0,0,0,0
' a social media ban aussi swimmer nick d arci',on,1,1,2,1,0,0,0,0
' olymp set break record social media well',in,1,1,2,1,0,0,0,0
' break record social media well sport',as,1,1,2,1,0,0,0,0
' the current account deficit widen',Jun,1,1,2,1,0,0,0,0
' the current account deficit widen three month march',in,1,1,2,1,0,0,0,0
' widen the three month march metal ore',through,1,1,2,1,0,0,0,0
' three month march metal ore miner price',as,1,1,2,1,0,0,0,0
' ore miner price fell lower export like trim',with,1,1,2,1,0,0,0,0
' june   kit wellington boot catherin duchess',in,2,2,4,1,2,1,1,0
' wellington boot catherin duchess cambridg vist inner citi school',of,2,2,4,1,2,1,1,0
' june   kit wellington boot catherin duchess',in,2,2,4,1,2,1,1,0
' june   more the unit state and intern',ON,3,2,5,1,0,0,0,0
' paint vivid pictur love sorrow',of,0,0,0,0,0,0,0,0
' paint vivid pictur love sorrow',of,0,0,0,0,0,0,0,0
' sorrow charact the live two women',in,0,0,0,0,0,0,0,0
' paint vivid pictur love sorrow',of,0,0,0,0,0,0,0,0
' just soon the young ferret',as,0,0,0,0,1,1,0,1
' ferret see crawl nest the time',around,0,0,0,0,1,1,0,1
' just reach glenfinnan station north west',before,5,2,7,1,2,1,1,0
' was brought fame harri potter movi',in,5,2,7,1,2,1,1,0
' movi bridg also featur bank scotland £',on,5,2,7,1,2,1,1,0
' also featur the bank scotland £ note',of,5,2,7,1,2,1,1,0
' just reach main road turn',before,2,0,2,1,2,1,1,0
' main road turn left track the wood',onto,2,0,2,1,2,1,1,0
' turn left onto track wood area',through,2,0,2,1,2,1,1,0
' just heard world servic leed',on,0,1,1,1,0,0,0,0
' heard the world servic leed lost  ',that,0,1,1,1,0,0,0,0
' leed lost   norwich',at,0,1,1,1,0,0,0,0
' tension spill such she berat moira public',as,0,0,0,0,0,0,0,0
' berat moira public way she was feed',about,0,0,0,0,0,0,0,0
' just chip norton road',off,1,1,2,1,2,1,1,0
' chip norton road the edg stow',on,1,1,2,1,2,1,1,0
' norton road the edg stow the wold',of,1,1,2,1,2,1,1,0
' chip norton road the edg stow',on,1,1,2,1,2,1,1,0
' just one minut main road you',off,2,1,3,1,2,1,1,0
' main road you new zealand nativ beech forest',in,2,1,3,1,2,1,1,0
' nativ beech forest real lord ring countri',of,2,1,3,1,2,1,1,0
' just kohl ranch turn left',past,3,0,3,1,2,1,1,0
' kohl ranch turn left road the tonto',onto,3,0,3,1,2,1,1,0
' just six mile california border brook bask',above,4,2,6,1,2,1,1,0
' california border brook bask oregon banana belt ',in,4,2,6,1,2,1,1,0
' california border brook bask oregon banana belt ',in,4,2,6,1,2,1,1,0
' california border brook bask oregon banana belt ',in,4,2,6,1,2,1,1,0
' major opinion join chief justic william h rehnquist',by,0,3,3,1,0,0,0,0
' major opinion join chief justic william h rehnquist',by,0,3,3,1,0,0,0,0
' justin cwmbran perfect hors ride',from,0,3,3,1,2,1,1,0
' justin cwmbran perfect hors ride beauti view',for,0,3,3,1,2,1,1,0
' hors ride beauti view load differ track',with,0,3,3,1,2,1,1,0
' ride beauti view load differ track easi access',of,0,3,3,1,2,1,1,0
' differ track easi access use own leg ',without,0,3,3,1,2,1,1,0
' rome he offer lectur own school the',in,1,2,3,1,2,1,1,0
' justin move rome he offer',on,1,2,3,1,2,1,1,0
' middl age still practis friesland basquecountri part',in,0,2,2,1,2,1,1,0
' friesland basquecountri part southern franc',of,0,2,2,1,2,1,1,0
' lake burma myanmar three day villag hill',through,5,2,7,1,2,1,1,0
' the villag hill shan state watch villag children',of,5,2,7,1,2,1,1,0
' young novic monk chant dawn',at,5,2,7,1,2,1,1,0
' motor coach pick up hotel transfer passeng',from,1,2,3,1,2,1,1,0
' kankake serv illinoi central railroad',by,2,0,2,1,2,1,1,0
' summon gangway the houseboat meet',of,0,0,0,0,1,1,0,1
' houseboat meet they tramp aboard like',before,0,0,0,0,1,1,0,1
' befor tramp aboard herd eleph',like,0,0,0,0,1,1,0,1
' summon gangway the houseboat meet',of,0,0,0,0,1,1,0,1
' keep bent doubl hoomey wriggl frenzi back of',in,0,0,0,0,1,1,0,1
' wriggl a frenzi back the door',out,0,0,0,0,1,1,0,1
' a frenzi back the door',of,0,0,0,0,1,1,0,1
' ken put top the locker',on,0,0,0,0,1,1,0,1
' ken put on top locker it stagger',of,0,0,0,0,1,1,0,1
' locker it stagger perimet mew test',around,0,0,0,0,1,1,0,1
' perimet mew test space paw',with,0,0,0,0,1,1,0,1
' kennel serlbi hall short be',near,3,1,4,1,2,1,1,0
' remov barnbi moor great north road three',on,3,1,4,1,2,1,1,0
' great north road three mile retford',from,3,1,4,1,2,1,1,0
' kenton sea  this tranquil coastal',on,2,2,4,1,2,1,1,0
' this tranquil coastal town lie kariega bushman',between,2,2,4,1,2,1,1,0
' break world marathon record  berlin marathon',in,0,4,4,1,2,1,1,0
' break world marathon record  berlin marathon',in,0,4,4,1,2,1,1,0
' kevin wait car lean arm',by,0,0,0,0,1,1,0,1
' car lean arm roof bore smoke',on,0,0,0,0,1,1,0,1
' kill time candlestick park candlestick state park',in,1,0,1,1,2,1,1,0
' killion rummag bedsid locker',through,0,0,0,0,1,1,0,1
' charl univers oldest central europ',in,1,1,2,1,2,1,1,0
' kingscliff this coastal town the next headland south',at,2,2,4,1,2,1,1,0
' the next headland south fingal head km',of,2,2,4,1,2,1,1,0
' headland south fingal head km',about,2,2,4,1,2,1,1,0
' golf previous imag paus play imag  ',next,0,1,1,1,0,0,0,0
' paus play next imag  ',of,0,1,1,1,0,0,0,0
' kirov crouch side remov coupl',at,0,1,1,1,1,1,0,1
' side remov coupl pin replac in',of,0,1,1,1,1,1,0,1
' pin replac exact same posit',in,0,1,1,1,1,1,0,1
' kitchen garden espali appl tree audley end',at,2,1,3,1,2,1,1,0
' a pleasant littl café main villag street overlook',on,3,1,4,1,2,1,1,0
' transport sick injur koala port macquari area',in,1,2,3,1,2,1,1,0
' vineyard float rock wineri southern shore lake',on,5,1,6,1,2,1,1,0
' wineri the southern shore lake taupo',of,5,1,6,1,2,1,1,0
' kurt helborg captain the reiksguard knight one',of,0,1,1,1,0,0,0,0
' kurt helborg captain the reiksguard knight one',of,0,1,1,1,0,0,0,0
' l blake cover wagon australia adelaid rigbi ',in,0,1,1,1,2,1,1,0
' ladi gaga brisban',in,0,2,2,1,2,1,1,0
' ladi gaga brisban her born this',in,0,2,2,1,2,1,1,0
' ladi gaga in brisban born this way ball',for,0,2,2,1,2,1,1,0
' ladi gaga struck head a dancer',on,0,1,1,1,2,1,1,0
' struck the head dancer weild metal',by,0,1,1,1,2,1,1,0
' dancer weild metal pole stage new zealand',while,0,1,1,1,2,1,1,0
' ladi gaga struck head a dancer',on,0,1,1,1,2,1,1,0
' metal pole on stage new zealand',in,0,1,1,1,2,1,1,0
' afterward ladi mari arabella foljamb w staveley',by,0,0,0,0,0,0,0,0
' ladi releas trout tongariro river ladi releas',into,3,0,3,1,2,1,1,0
' ladi releas trout tongariro river ladi releas',into,3,0,3,1,2,1,1,0
' ladi releas trout tongariro river ladi releas',into,3,0,3,1,2,1,1,0
' to phone lord charl detail the memori servic',for,1,0,1,1,0,0,0,0
' phone lord charl detail memori servic he',of,1,0,1,1,0,0,0,0
' lake bled triest & venic',from,1,0,1,1,2,1,1,0
' lake pukaki the end the tasman',at,3,1,4,1,2,1,1,0
' pukaki at end tasman glacier  tekapo',of,3,1,4,1,2,1,1,0
' lake pukaki the end the tasman',at,3,1,4,1,2,1,1,0
' pukaki at end tasman glacier  tekapo',of,3,1,4,1,2,1,1,0
' so much rock flour water it also',in,3,1,4,1,2,1,1,0
' view map view page    view page ',of,1,0,1,1,0,0,0,0
' view page   sort',by,1,0,1,1,0,0,0,0
' lakesid an area land left behind the',of,0,1,1,1,2,1,1,0
' area land left behind gravel extract the',by,0,1,1,1,2,1,1,0
' behind gravel extract the m',for,0,1,1,1,2,1,1,0
' cave a beach cabana bristl high rise',beyond,2,2,4,1,2,1,1,0
' beyond bristl high rise cancun',of,2,2,4,1,2,1,1,0
' the name langar deriv saxon lang ridg',from,0,1,1,1,0,0,0,0
' langham glass just christma were lucki',before,0,0,0,0,0,0,0,0
' langland denunci corrupt venal religi',of,0,1,1,1,0,0,0,0
' langland denunci corrupt venal religi',of,0,1,1,1,0,0,0,0
' langland denunci corrupt venal religi',of,0,1,1,1,0,0,0,0
' larg villag extens modern estat hous',with,2,1,3,1,2,1,1,0
' some  mile south bingham',of,2,1,3,1,2,1,1,0
' last august gunmen sinai cross israel',from,2,1,3,1,2,1,1,0
' august gunmen sinai cross israel ambush vehicl',into,2,1,3,1,2,1,1,0
' israel ambush vehicl desert highway kill eight',on,2,1,3,1,2,1,1,0
' sclater said  a sheen oil been spot near',of,1,0,1,1,2,1,1,0
' oil been spot gill bay',near,1,0,1,1,2,1,1,0
' last sunday i talk white farmer whose land',with,0,0,0,0,2,1,1,0
' white farmer whose land what rhodesian call sharp',in,0,0,0,0,2,1,1,0
' south east asia trekk nepal far the',in,2,6,8,1,2,1,1,0
' east asia trekk nepal far the everest base',as,2,6,8,1,2,1,1,0
' china came back tran siberian railway',on,2,6,8,1,2,1,1,0
'       samoa samoa samoa samoa',of,0,0,0,0,0,0,0,0
'       extrem weather extrem weather',of,0,0,0,0,0,0,0,0
' remot western queensland town  peopl record  main',of,2,1,3,1,2,1,1,0
'  main youth suicid  time nation averag',than,2,1,3,1,2,1,1,0
' late  herbert return south',in,0,1,1,1,2,1,1,0
' south africa give lectur expedit illustr still',about,0,1,1,1,2,1,1,0
' lectur the expedit illustr still photograph move pictur',by,0,1,1,1,2,1,1,0
' late  i travel across northern',in,0,4,4,1,2,1,1,0
' late  i travel northern china peke',across,0,4,4,1,2,1,1,0
' i travel across northern china peke the east',from,0,4,4,1,2,1,1,0
' late  i travel across northern',in,0,4,4,1,2,1,1,0
' late  i travel across northern',in,0,4,4,1,2,1,1,0
' late morn row',in,0,0,0,0,2,1,1,0
' morn row the centr the river',into,0,0,0,0,2,1,1,0
' row centr the river',of,0,0,0,0,2,1,1,0
' late place die februari',of,1,0,1,1,0,0,0,0
' die februari th  the th year his',in,1,0,1,1,0,0,0,0
' late place die februari',of,1,0,1,1,0,0,0,0
' age monument erect elizabeth relict daughter',by,1,0,1,1,0,0,0,0
' late place die februari',of,1,0,1,1,0,0,0,0
' later crippl paralysi could hobbl',by,1,1,2,1,2,1,1,0
' paralysi could hobbl street be confin',about,1,1,2,1,2,1,1,0
' hobbl the street confin his room',before,1,1,2,1,2,1,1,0
' confin his room brighton',in,1,1,2,1,2,1,1,0
' room luci still simmer resent she knew',with,0,0,0,0,1,1,0,1
' resent knew unless she pull togeth',that,0,0,0,0,1,1,0,1
' resent she knew she pull togeth',unless,0,0,0,0,1,1,0,1
' later year we visit',in,1,0,1,1,2,1,1,0
' area we heard swedish lapp fenc',that,1,0,1,1,2,1,1,0
' fenc an area divid nation park',of,1,0,1,1,2,1,1,0
' the divid nation park five kilometr wire',with,1,0,1,1,2,1,1,0
' divid nation park five kilometr wire',over,1,0,1,1,2,1,1,0
' fenc an area divid nation park',of,1,0,1,1,2,1,1,0
' town see penguin boulder beach return',at,2,1,3,1,2,1,1,0
' see penguin boulder beach return cape town',before,2,1,3,1,2,1,1,0
' moscow canal continu moscow',towards,1,2,3,1,2,1,1,0
' appropri food belong weaker person',of,0,0,0,0,0,0,0,0
' laura admit herself was littl bit',that,0,1,1,1,0,0,0,0
' a littl bit afraid almost everyth',of,0,1,1,1,0,0,0,0
' laura sigh lie back head rest the',against,0,1,1,1,1,1,0,1
' back head rest the open sport car close',of,0,1,1,1,1,1,0,1
' sport car close eye relish cool breez',as,0,1,1,1,1,1,0,1
' relish cool breez rustl blond hair',through,0,1,1,1,1,1,0,1
' lava rock inn it maiden ventur kolhapur',in,2,2,4,1,2,1,1,0
' lava rock inn it maiden ventur kolhapur',in,2,2,4,1,2,1,1,0
' lawrenc collin hous castl gate',off,0,3,3,1,2,1,1,0
' lawton loom and stood',beside,0,1,1,1,1,1,0,1
' lawyer melinda taylor netherland',in,0,2,2,1,2,1,1,0
' ship enter soviet water yesterday expedit scientist',on,0,0,0,0,2,1,1,0
' water yesterday an expedit scientist both countri said',that,0,0,0,0,2,1,1,0
' an expedit scientist countri said could begin',of,0,0,0,0,2,1,1,0
' an expedit scientist countri said could begin',of,0,0,0,0,2,1,1,0
' new era cooper american soviet marin research',in,0,0,0,0,2,1,1,0
' fabia next took anoth stroll town so enchant',around,1,1,2,1,2,1,1,0
' church visitor step market place old',into,3,0,3,1,2,1,1,0
' step market place old time call the market',in,3,0,3,1,2,1,1,0
' fine squar space upward acr a half',of,3,0,3,1,2,1,1,0
' step market place old time call the market',in,3,0,3,1,2,1,1,0
' fine squar space upward acr a half',of,3,0,3,1,2,1,1,0
' lee nearbi calverton',of,0,2,2,1,2,1,1,0
' wall  cutaway reconstruct draw cork philip order print',by,1,2,3,1,0,0,0,0
' left  east window cloister  view across',from,2,4,6,1,2,1,1,0
' cloister  view the cloister the south',across,2,4,6,1,2,1,1,0
' order print  view netley abbey  general view',of,2,4,6,1,2,1,1,0
' order print  view netley abbey  general view',of,2,4,6,1,2,1,1,0
' order print  view netley abbey  general view',of,2,4,6,1,2,1,1,0
' left  east window cloister  view across',from,2,4,6,1,2,1,1,0
' order print  view netley abbey  general view',of,2,4,6,1,2,1,1,0
' abbey look south west southampton water beyond  exterior',with,2,4,6,1,2,1,1,0
' south west southampton water  exterior view the',beyond,2,4,6,1,2,1,1,0
' order print  view netley abbey  general view',of,2,4,6,1,2,1,1,0
' order print  view netley abbey  general view',of,2,4,6,1,2,1,1,0
'  general view  view southwest gatehous within',of,2,2,4,1,2,1,1,0
'  view southwest gatehous within bay the',from,2,2,4,1,2,1,1,0
' view southwest gatehous the bay the keep',within,2,2,4,1,2,1,1,0
'  general view  view southwest gatehous within',of,2,2,4,1,2,1,1,0
' keep  the southwest gatehous bishop roger castl',into,2,2,4,1,2,1,1,0
' impress  aerial view autumn',in,2,2,4,1,2,1,1,0
' witcomb roman villa reconstruct draw ivan lapper show roman',by,0,1,1,1,0,0,0,0
' show roman villa built cad ',in,0,1,1,1,0,0,0,0
' left school sixteen',at,1,0,1,1,0,0,0,0
' left front street left east clinton street go',at,4,0,4,1,2,1,1,0
' east clinton street go bridg right st light',over,4,0,4,1,2,1,1,0
' left front street left east clinton street go',at,4,0,4,1,2,1,1,0
' bridg right st light water street',onto,4,0,4,1,2,1,1,0
' legend it the order emperor',that,0,1,1,1,0,0,0,0
' legend it the order emperor maxentius',on,0,1,1,1,0,0,0,0
' that the order emperor maxentius fifti philosoph attempt',of,0,1,1,1,0,0,0,0
' argu religi fact',with,0,1,1,1,0,0,0,0
' leila threw quincx gabbl what happen',on,0,1,1,1,1,1,0,1
' threw on quincx gabbl happen',about,0,1,1,1,1,1,0,1
' leland refer it littl poor street',as,2,1,3,1,2,1,1,0
' a littl poor street end this wood',at,2,1,3,1,2,1,1,0
' poor street end wood in the',of,2,1,3,1,2,1,1,0
' end this wood the remot time',in,2,1,3,1,2,1,1,0
' poor street end wood in the',of,2,1,3,1,2,1,1,0
' came langar i came sir john chaworth manor',by,2,2,4,1,2,1,1,0
' need a glanc ground surround',at,2,2,4,1,2,1,1,0
' present mansion see occupi site',that,2,2,4,1,2,1,1,0
' has long use residenti purpos',for,2,2,4,1,2,1,1,0
' whose extraordinari talent recogn start',from,0,1,1,1,0,0,0,0
' arc bourg st mauric alight bourg st mauric walk',at,3,1,4,1,2,1,1,0
' st mauric walk back rear the train',towards,3,1,4,1,2,1,1,0
' walk back toward rear train over',of,3,1,4,1,2,1,1,0
' rear the train the footbridg the funicular',over,3,1,4,1,2,1,1,0
' less apprehens weather she knew',of,0,0,0,0,0,0,0,0
' less apprehens weather she knew',of,0,0,0,0,0,0,0,0
' less us first these',for,0,0,0,0,0,0,0,0
' less us first theoretician quit frank',of,0,0,0,0,0,0,0,0
' theoretician quit frank strict function purpos',about,0,0,0,0,0,0,0,0
' less us first theoretician quit frank',of,0,0,0,0,0,0,0,0
' function purpos his concern aristotl',with,0,0,0,0,0,0,0,0
' let bard sing barbitur bright violet',of,0,0,0,0,0,0,0,0
' bard sing of barbitur bright violet',as,0,0,0,0,0,0,0,0
' swine skate venic i care',for,0,1,1,1,2,1,1,0
' us howev confin attent while polybius',for,0,1,1,1,0,0,0,0
' polybius was specialist constitut militari histori',in,0,1,1,1,0,0,0,0
' us howev confin attent while polybius',for,0,1,1,1,0,0,0,0
' four centuri condit modern think republican rome',about,0,1,1,1,0,0,0,0
' lewi stomp away tide line kick',along,0,1,1,1,2,1,1,0
' along tide line kick odd piec driftwood',at,0,1,1,1,2,1,1,0
' kick the odd piec driftwood the occasion plastic',of,0,1,1,1,2,1,1,0
' call back turn break trot he cross',into,0,0,0,0,2,1,1,0
